User_ID,Timestamp,Destination,Duration_Days,Travelers_Count,Budget_Allocated,Review_Text,Sentiment_Label,Polarity_Score
USR-0404,2025-07-01 18:07:51,Chennai,5,8,204.91,Poor waste management in certain Chennai tourist zones. Expected better.,Negative,-0.8272
USR-0601,2025-07-02 00:24:02,Tokyo,7,8,1113.3,Standard tourism experience in Tokyo. The AR guide was useful but buggy.,Neutral,-0.1693
USR-0096,2025-07-03 21:06:13,Kuala Lumpur,10,3,2049.39,Amazing dining and cultural immersion in Kuala Lumpur. Would visit again in a heartbeat!,Positive,0.922
USR-0604,2025-07-04 00:12:40,Dubai,10,6,2737.28,A decent trip to Dubai. Nothing extraordinary but no major complaints.,Neutral,0.1717
USR-0896,2025-07-04 20:33:56,Chennai,6,2,969.21,Our trip to Chennai was seamless. Loved the eco-friendly pod shuttles.,Positive,0.5857
USR-0598,2025-07-06 22:20:41,Kuala Lumpur,10,1,1877.15,Mixed feelings about Kuala Lumpur. The tech was impressive but the food was mediocre.,Neutral,0.0454
USR-0504,2025-07-06 23:30:25,Tokyo,9,8,2609.83,Mixed feelings about Tokyo. The tech was impressive but the food was mediocre.,Neutral,0.0163
USR-0611,2025-07-07 03:58:21,Dubai,3,8,841.59,Dubai exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.7036
USR-0643,2025-07-07 03:59:04,Bangkok,2,3,261.88,Mixed feelings about Bangkok. The tech was impressive but the food was mediocre.,Neutral,0.1851
USR-0545,2025-07-08 07:44:43,Madurai,10,4,622.9,"Madurai was okay overall. Some attractions were great, others were average.",Neutral,-0.0313
USR-1183,2025-07-09 06:20:37,Kuala Lumpur,7,1,1227.18,"Kuala Lumpur was okay overall. Some attractions were great, others were average.",Neutral,-0.1232
USR-0172,2025-07-09 09:56:38,Madurai,5,8,347.38,Five-star experience in Madurai. The hotel AI check-in saved us so much time.,Positive,0.9018
USR-0127,2025-07-09 12:11:58,Abu Dhabi,8,7,2566.61,Amazing dining and cultural immersion in Abu Dhabi. Would visit again in a heartbeat!,Positive,0.3829
USR-0804,2025-07-09 21:25:58,Chennai,4,1,692.63,"Chennai was okay overall. Some attractions were great, others were average.",Neutral,0.0478
USR-0600,2025-07-10 02:10:30,Chennai,8,1,721.63,Absolutely loved the Chennai experience! The smart city infrastructure was incredible.,Positive,0.2888
USR-0124,2025-07-10 04:11:44,Tokyo,1,1,435.08,Tokyo has potential but the smart city rollout still feels incomplete.,Neutral,-0.0125
USR-0171,2025-07-10 16:21:41,Dubai,5,6,1947.23,The autonomous transit in Dubai was world-class. Highly recommend for families.,Positive,0.7322
USR-1151,2025-07-11 05:02:13,Kuala Lumpur,1,6,156.99,Poor waste management in certain Kuala Lumpur tourist zones. Expected better.,Negative,-0.5724
USR-0573,2025-07-12 05:05:23,Singapore,8,4,2175.62,"Visited Singapore for 3 days. Some good moments, some forgettable ones.",Neutral,-0.0458
USR-0786,2025-07-12 11:04:22,Kuala Lumpur,6,3,1019.38,Stunning waterfront views in Kuala Lumpur. The smart park technology was a highlight!,Positive,0.3618
USR-0874,2025-07-12 12:23:25,Chennai,3,2,337.14,Chennai exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.6762
USR-0849,2025-07-12 19:08:00,Singapore,3,2,720.48,A decent trip to Singapore. Nothing extraordinary but no major complaints.,Neutral,0.0691
USR-0057,2025-07-13 03:17:24,Singapore,6,2,1961.55,Singapore exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.4246
USR-0408,2025-07-14 04:23:51,Chennai,10,3,1079.01,Disappointed with Chennai. The transit pods were frequently delayed or overcrowded.,Negative,-0.2026
USR-0086,2025-07-15 01:14:21,Singapore,5,8,1573.29,Absolutely loved the Singapore experience! The smart city infrastructure was incredible.,Positive,0.6686
USR-0680,2025-07-15 12:01:23,Chennai,2,6,265.57,Chennai exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.8124
USR-1124,2025-07-15 15:54:19,Singapore,1,3,238.71,Brilliant night-life in Singapore. The city grid lighting was mesmerising.,Positive,0.2564
USR-0195,2025-07-16 02:32:17,Kuala Lumpur,3,1,411.06,Five-star experience in Kuala Lumpur. The hotel AI check-in saved us so much time.,Positive,0.3127
USR-0583,2025-07-17 15:25:34,Chennai,1,7,144.86,"Chennai was okay overall. Some attractions were great, others were average.",Neutral,0.1776
USR-0614,2025-07-18 01:27:48,Chennai,7,4,883.45,Chennai exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.7927
USR-0814,2025-07-18 03:42:30,Singapore,6,3,1284.08,"Singapore was okay overall. Some attractions were great, others were average.",Neutral,-0.1321
USR-0266,2025-07-18 07:38:05,Singapore,5,8,1525.42,Absolutely loved the Singapore experience! The smart city infrastructure was incredible.,Positive,0.5268
USR-0420,2025-07-18 18:46:04,Abu Dhabi,2,1,807.18,Abu Dhabi exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.8727
USR-0175,2025-07-20 16:02:16,Dubai,4,6,1731.76,A decent trip to Dubai. Nothing extraordinary but no major complaints.,Neutral,0.1626
USR-1125,2025-07-20 21:32:50,Bangkok,2,4,276.3,The heritage walk in Bangkok combined with AR guides was next-level tourism.,Positive,0.2623
USR-0982,2025-07-20 21:37:11,Dubai,8,3,2799.75,Brilliant night-life in Dubai. The city grid lighting was mesmerising.,Positive,0.4276
USR-0150,2025-07-22 01:39:54,Tokyo,3,1,684.21,The hotel in Tokyo was nothing like the virtual tour preview. Very misleading.,Negative,-0.4567
USR-0074,2025-07-22 13:01:29,Singapore,7,6,1617.91,Mixed feelings about Singapore. The tech was impressive but the food was mediocre.,Neutral,0.1903
USR-0564,2025-07-22 13:23:23,Dubai,4,1,1314.03,The heritage walk in Dubai combined with AR guides was next-level tourism.,Positive,0.2204
USR-0973,2025-07-22 20:07:52,Bangkok,6,5,547.34,Language barrier issues in Bangkok despite the AI translator app promising full coverage.,Negative,-0.5609
USR-0566,2025-07-23 03:42:14,Dubai,5,1,1645.39,Safety concerns near the old quarter in Dubai. Not enough patrol drones visible.,Negative,-0.5154
USR-0463,2025-07-23 07:52:15,Tokyo,9,2,4321.71,Stunning waterfront views in Tokyo. The smart park technology was a highlight!,Positive,0.3476
USR-1156,2025-07-24 11:02:58,Bangkok,9,4,1090.51,The autonomous transit in Bangkok was world-class. Highly recommend for families.,Positive,0.4737
USR-0035,2025-07-24 13:55:39,Bangkok,8,1,349.24,Brilliant night-life in Bangkok. The city grid lighting was mesmerising.,Positive,0.4279
USR-1029,2025-07-25 03:38:50,Dubai,8,5,2726.88,Five-star experience in Dubai. The hotel AI check-in saved us so much time.,Positive,0.2986
USR-0846,2025-07-25 20:06:20,Dubai,5,8,1201.35,The autonomous transit in Dubai was world-class. Highly recommend for families.,Positive,0.3463
USR-0253,2025-07-25 20:22:57,Chennai,2,8,237.23,Our trip to Chennai was seamless. Loved the eco-friendly pod shuttles.,Positive,0.5075
USR-0525,2025-07-26 05:50:45,Dubai,1,8,244.63,Poor waste management in certain Dubai tourist zones. Expected better.,Negative,-0.4054
USR-0075,2025-07-26 07:24:48,Madurai,6,4,380.73,The heritage walk in Madurai combined with AR guides was next-level tourism.,Positive,0.5512
USR-0211,2025-07-26 07:44:53,Singapore,4,3,1297.93,Amazing dining and cultural immersion in Singapore. Would visit again in a heartbeat!,Positive,0.2104
USR-0565,2025-07-27 09:08:05,Singapore,4,8,951.35,Safety concerns near the old quarter in Singapore. Not enough patrol drones visible.,Negative,-0.6723
USR-0497,2025-07-27 18:02:00,Tokyo,8,2,2332.35,Tokyo has potential but the smart city rollout still feels incomplete.,Neutral,-0.1263
USR-0677,2025-07-28 11:27:55,Madurai,5,5,454.59,Five-star experience in Madurai. The hotel AI check-in saved us so much time.,Positive,0.4658
USR-0923,2025-07-28 14:21:30,Dubai,5,4,1944.49,Fantastic culinary tour in Dubai. The food markets were vibrant and authentic.,Positive,0.2673
USR-0669,2025-07-29 12:48:39,Dubai,8,6,2811.42,"Dubai was okay overall. Some attractions were great, others were average.",Neutral,-0.1117
USR-0184,2025-07-30 10:14:53,Dubai,6,8,3226.08,Stunning waterfront views in Dubai. The smart park technology was a highlight!,Positive,0.9268
USR-0136,2025-07-31 01:08:12,Bangkok,5,4,637.5,Our trip to Bangkok was seamless. Loved the eco-friendly pod shuttles.,Positive,0.463
USR-0810,2025-07-31 06:05:08,Chennai,6,7,932.46,Brilliant night-life in Chennai. The city grid lighting was mesmerising.,Positive,0.7398
USR-0084,2025-07-31 12:56:19,Chennai,9,3,565.15,Stunning waterfront views in Chennai. The smart park technology was a highlight!,Positive,0.7007
USR-0340,2025-08-01 06:07:45,Singapore,1,3,202.01,"Visited Singapore for 3 days. Some good moments, some forgettable ones.",Neutral,-0.1624
USR-0995,2025-08-01 10:55:44,Dubai,1,8,395.82,Poor waste management in certain Dubai tourist zones. Expected better.,Negative,-0.2018
USR-1077,2025-08-01 12:11:48,Abu Dhabi,7,4,1644.38,The hotel in Abu Dhabi was nothing like the virtual tour preview. Very misleading.,Negative,-0.6757
USR-0955,2025-08-01 19:18:38,Singapore,6,4,1807.69,A decent trip to Singapore. Nothing extraordinary but no major complaints.,Neutral,0.1398
USR-0319,2025-08-02 14:40:11,Dubai,2,3,744.89,Fantastic culinary tour in Dubai. The food markets were vibrant and authentic.,Positive,0.5509
USR-0001,2025-08-02 14:55:05,Abu Dhabi,2,1,736.58,Mixed feelings about Abu Dhabi. The tech was impressive but the food was mediocre.,Neutral,-0.1376
USR-0087,2025-08-03 21:41:35,Bangkok,2,7,402.74,Disappointed with Bangkok. The transit pods were frequently delayed or overcrowded.,Negative,-0.6334
USR-0306,2025-08-04 08:46:39,Singapore,3,1,776.75,Mixed feelings about Singapore. The tech was impressive but the food was mediocre.,Neutral,-0.1199
USR-0800,2025-08-04 12:22:24,Bangkok,9,3,1418.05,The autonomous transit in Bangkok was world-class. Highly recommend for families.,Positive,0.2323
USR-0008,2025-08-04 19:53:50,Dubai,7,6,2527.65,Amazing dining and cultural immersion in Dubai. Would visit again in a heartbeat!,Positive,0.9591
USR-0016,2025-08-04 21:48:12,Madurai,2,7,212.86,Five-star experience in Madurai. The hotel AI check-in saved us so much time.,Positive,0.8418
USR-0220,2025-08-05 01:12:51,Tokyo,9,8,3448.6,Mixed feelings about Tokyo. The tech was impressive but the food was mediocre.,Neutral,0.0103
USR-0152,2025-08-05 03:04:45,Kuala Lumpur,6,7,641.61,The heritage walk in Kuala Lumpur combined with AR guides was next-level tourism.,Positive,0.3021
USR-0718,2025-08-05 04:43:25,Bangkok,4,4,339.29,The smart kiosk in Bangkok kept malfunctioning. Ruined our booking experience.,Negative,-0.9384
USR-0051,2025-08-05 07:11:32,Chennai,2,4,389.26,Long wait times at Chennai attractions despite having smart-pass tickets.,Negative,-0.4784
USR-0337,2025-08-05 08:53:16,Bangkok,6,2,1027.41,Standard tourism experience in Bangkok. The AR guide was useful but buggy.,Neutral,-0.0181
USR-0866,2025-08-06 07:24:08,Dubai,1,2,479.59,The heritage walk in Dubai combined with AR guides was next-level tourism.,Positive,0.2241
USR-0834,2025-08-06 08:19:16,Chennai,1,3,48.57,The smart kiosk in Chennai kept malfunctioning. Ruined our booking experience.,Negative,-0.5956
USR-1155,2025-08-06 23:03:36,Chennai,3,2,176.08,Amazing dining and cultural immersion in Chennai. Would visit again in a heartbeat!,Positive,0.7951
USR-1020,2025-08-08 14:02:10,Singapore,10,2,3466.78,The smart kiosk in Singapore kept malfunctioning. Ruined our booking experience.,Negative,-0.8521
USR-0386,2025-08-08 17:31:06,Dubai,6,6,1557.66,The hotel in Dubai was nothing like the virtual tour preview. Very misleading.,Negative,-0.3636
USR-0622,2025-08-08 20:36:21,Abu Dhabi,9,6,3765.15,Abu Dhabi has potential but the smart city rollout still feels incomplete.,Neutral,0.0002
USR-0763,2025-08-09 06:33:29,Tokyo,5,6,1169.09,Safety concerns near the old quarter in Tokyo. Not enough patrol drones visible.,Negative,-0.5155
USR-0121,2025-08-09 10:09:43,Bangkok,3,2,211.77,Standard tourism experience in Bangkok. The AR guide was useful but buggy.,Neutral,0.1731
USR-0389,2025-08-09 16:53:00,Madurai,2,7,169.6,Language barrier issues in Madurai despite the AI translator app promising full coverage.,Negative,-0.8978
USR-0410,2025-08-10 09:57:35,Abu Dhabi,9,2,1587.23,The autonomous transit in Abu Dhabi was world-class. Highly recommend for families.,Positive,0.9093
USR-0960,2025-08-10 10:04:42,Singapore,5,2,1471.05,"Singapore was okay overall. Some attractions were great, others were average.",Neutral,-0.1798
USR-1146,2025-08-10 11:20:29,Kuala Lumpur,4,2,378.57,Fantastic culinary tour in Kuala Lumpur. The food markets were vibrant and authentic.,Positive,0.2446
USR-0275,2025-08-11 07:02:44,Tokyo,1,8,422.55,Tokyo exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.3286
USR-0550,2025-08-12 02:38:08,Abu Dhabi,8,4,1962.21,A decent trip to Abu Dhabi. Nothing extraordinary but no major complaints.,Neutral,-0.1716
USR-0231,2025-08-12 17:15:08,Madurai,9,3,978.59,Long wait times at Madurai attractions despite having smart-pass tickets.,Negative,-0.9147
USR-1143,2025-08-14 18:09:30,Dubai,9,2,4597.9,The smart kiosk in Dubai kept malfunctioning. Ruined our booking experience.,Negative,-0.71
USR-0687,2025-08-15 08:59:14,Kuala Lumpur,7,6,1658.61,Five-star experience in Kuala Lumpur. The hotel AI check-in saved us so much time.,Positive,0.2628
USR-0839,2025-08-15 13:14:06,Dubai,3,4,966.33,Language barrier issues in Dubai despite the AI translator app promising full coverage.,Negative,-0.8439
USR-0738,2025-08-15 20:57:02,Abu Dhabi,1,4,522.75,"Abu Dhabi was okay overall. Some attractions were great, others were average.",Neutral,0.0666
USR-0437,2025-08-16 22:09:57,Tokyo,8,1,2446.36,Mixed feelings about Tokyo. The tech was impressive but the food was mediocre.,Neutral,0.102
USR-1110,2025-08-17 00:37:21,Chennai,6,6,845.11,Mixed feelings about Chennai. The tech was impressive but the food was mediocre.,Neutral,0.1715
USR-0981,2025-08-17 04:31:54,Kuala Lumpur,3,3,714.18,"Kuala Lumpur was okay overall. Some attractions were great, others were average.",Neutral,0.0477
USR-0905,2025-08-18 01:29:42,Tokyo,2,1,406.82,Disappointed with Tokyo. The transit pods were frequently delayed or overcrowded.,Negative,-0.9153
USR-0628,2025-08-18 06:46:59,Dubai,9,7,2338.15,Dubai was overpriced for what it offered. Not worth the luxury tier budget.,Negative,-0.6839
USR-0705,2025-08-18 11:15:20,Dubai,8,2,3769.56,The hotel in Dubai was nothing like the virtual tour preview. Very misleading.,Negative,-0.2751
USR-0398,2025-08-18 17:57:51,Kuala Lumpur,3,2,336.64,The autonomous transit in Kuala Lumpur was world-class. Highly recommend for families.,Positive,0.9805
USR-0201,2025-08-19 23:03:50,Dubai,8,8,2773.8,Fantastic culinary tour in Dubai. The food markets were vibrant and authentic.,Positive,0.6519
USR-1135,2025-08-20 12:10:33,Abu Dhabi,5,3,1371.04,Our trip to Abu Dhabi was seamless. Loved the eco-friendly pod shuttles.,Positive,0.9582
USR-0971,2025-08-20 19:59:40,Chennai,10,5,833.49,The autonomous transit in Chennai was world-class. Highly recommend for families.,Positive,0.4036
USR-0242,2025-08-20 21:29:03,Tokyo,1,5,377.93,Fantastic culinary tour in Tokyo. The food markets were vibrant and authentic.,Positive,0.8631
USR-0656,2025-08-21 10:55:32,Singapore,7,2,2202.64,Amazing dining and cultural immersion in Singapore. Would visit again in a heartbeat!,Positive,0.6979
USR-0679,2025-08-21 19:47:13,Dubai,5,7,860.71,Dubai has potential but the smart city rollout still feels incomplete.,Neutral,-0.0299
USR-0610,2025-08-21 22:19:36,Madurai,7,3,648.46,The heritage walk in Madurai combined with AR guides was next-level tourism.,Positive,0.8203
USR-0468,2025-08-21 23:35:51,Madurai,2,5,133.36,Amazing dining and cultural immersion in Madurai. Would visit again in a heartbeat!,Positive,0.2645
USR-0710,2025-08-22 05:19:41,Dubai,6,2,1075.59,Absolutely loved the Dubai experience! The smart city infrastructure was incredible.,Positive,0.4991
USR-0947,2025-08-22 09:21:41,Abu Dhabi,4,3,1496.58,Five-star experience in Abu Dhabi. The hotel AI check-in saved us so much time.,Positive,0.8805
USR-0270,2025-08-23 15:57:22,Dubai,5,8,1484.57,Poor waste management in certain Dubai tourist zones. Expected better.,Negative,-0.5474
USR-0291,2025-08-23 17:13:59,Bangkok,2,8,238.29,The heritage walk in Bangkok combined with AR guides was next-level tourism.,Positive,0.3705
USR-0479,2025-08-25 05:17:32,Dubai,2,3,793.29,Dubai was overpriced for what it offered. Not worth the luxury tier budget.,Negative,-0.5132
USR-0891,2025-08-27 07:35:58,Dubai,3,7,477.66,"Visited Dubai for 3 days. Some good moments, some forgettable ones.",Neutral,-0.1799
USR-0623,2025-08-28 13:24:29,Abu Dhabi,8,6,2083.61,Stunning waterfront views in Abu Dhabi. The smart park technology was a highlight!,Positive,0.4959
USR-0278,2025-08-28 22:55:34,Dubai,2,1,709.29,Long wait times at Dubai attractions despite having smart-pass tickets.,Negative,-0.568
USR-0161,2025-08-31 07:18:16,Kuala Lumpur,2,1,223.67,Fantastic culinary tour in Kuala Lumpur. The food markets were vibrant and authentic.,Positive,0.6061
USR-1002,2025-08-31 09:49:17,Kuala Lumpur,4,6,407.09,Amazing dining and cultural immersion in Kuala Lumpur. Would visit again in a heartbeat!,Positive,0.2469
USR-0494,2025-08-31 18:57:36,Tokyo,10,3,1977.46,Safety concerns near the old quarter in Tokyo. Not enough patrol drones visible.,Negative,-0.4923
USR-0726,2025-09-01 06:12:19,Bangkok,2,3,306.28,The autonomous transit in Bangkok was world-class. Highly recommend for families.,Positive,0.8718
USR-0068,2025-09-01 14:01:02,Singapore,9,1,5120.59,"Singapore was okay overall. Some attractions were great, others were average.",Neutral,0.1183
USR-0533,2025-09-01 16:46:20,Tokyo,9,7,4113.39,Amazing dining and cultural immersion in Tokyo. Would visit again in a heartbeat!,Positive,0.6734
USR-0686,2025-09-02 00:48:03,Bangkok,4,8,603.17,Mixed feelings about Bangkok. The tech was impressive but the food was mediocre.,Neutral,0.1939
USR-0226,2025-09-02 07:01:29,Kuala Lumpur,8,2,1210.44,Stunning waterfront views in Kuala Lumpur. The smart park technology was a highlight!,Positive,0.6825
USR-0255,2025-09-03 22:59:30,Kuala Lumpur,6,7,1195.3,Five-star experience in Kuala Lumpur. The hotel AI check-in saved us so much time.,Positive,0.9558
USR-0667,2025-09-03 23:18:36,Singapore,3,7,685.96,Our trip to Singapore was seamless. Loved the eco-friendly pod shuttles.,Positive,0.6513
USR-0475,2025-09-04 05:49:26,Bangkok,2,3,60.0,The autonomous transit in Bangkok was world-class. Highly recommend for families.,Positive,0.4779
USR-1147,2025-09-04 19:57:33,Singapore,2,4,451.4,Five-star experience in Singapore. The hotel AI check-in saved us so much time.,Positive,0.3177
USR-1106,2025-09-04 21:19:16,Dubai,6,2,1603.08,Poor waste management in certain Dubai tourist zones. Expected better.,Negative,-0.2034
USR-0416,2025-09-05 12:42:59,Madurai,4,1,377.93,The autonomous transit in Madurai was world-class. Highly recommend for families.,Positive,0.8755
USR-0871,2025-09-05 16:18:31,Kuala Lumpur,3,1,359.4,Poor waste management in certain Kuala Lumpur tourist zones. Expected better.,Negative,-0.6458
USR-0496,2025-09-05 20:45:04,Kuala Lumpur,9,2,1733.75,Mixed feelings about Kuala Lumpur. The tech was impressive but the food was mediocre.,Neutral,-0.0733
USR-0820,2025-09-06 12:01:23,Singapore,4,7,984.5,A decent trip to Singapore. Nothing extraordinary but no major complaints.,Neutral,0.1532
USR-1117,2025-09-06 19:03:45,Madurai,5,4,278.08,Standard tourism experience in Madurai. The AR guide was useful but buggy.,Neutral,-0.1972
USR-1051,2025-09-07 01:02:51,Chennai,2,8,266.47,Chennai exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.4089
USR-0685,2025-09-07 01:37:54,Dubai,3,5,910.68,Standard tourism experience in Dubai. The AR guide was useful but buggy.,Neutral,-0.0516
USR-0447,2025-09-07 11:48:54,Singapore,9,5,3327.73,The autonomous transit in Singapore was world-class. Highly recommend for families.,Positive,0.6434
USR-1000,2025-09-08 06:29:17,Madurai,6,1,499.66,Poor waste management in certain Madurai tourist zones. Expected better.,Negative,-0.5346
USR-0750,2025-09-09 09:20:26,Madurai,10,3,881.97,"Visited Madurai for 3 days. Some good moments, some forgettable ones.",Neutral,0.1505
USR-0260,2025-09-09 22:46:55,Bangkok,1,1,183.51,"Bangkok was okay overall. Some attractions were great, others were average.",Neutral,0.1711
USR-0688,2025-09-11 02:57:35,Madurai,10,4,1044.71,Madurai has potential but the smart city rollout still feels incomplete.,Neutral,-0.1331
USR-0840,2025-09-11 09:46:12,Madurai,6,7,606.77,A decent trip to Madurai. Nothing extraordinary but no major complaints.,Neutral,-0.003
USR-0661,2025-09-11 12:06:06,Chennai,10,7,699.84,Absolutely loved the Chennai experience! The smart city infrastructure was incredible.,Positive,0.4573
USR-0824,2025-09-12 05:19:53,Chennai,5,5,690.95,The autonomous transit in Chennai was world-class. Highly recommend for families.,Positive,0.2536
USR-0500,2025-09-12 07:50:45,Abu Dhabi,4,3,1748.4,Standard tourism experience in Abu Dhabi. The AR guide was useful but buggy.,Neutral,0.0672
USR-0577,2025-09-12 20:33:21,Chennai,3,3,122.48,Brilliant night-life in Chennai. The city grid lighting was mesmerising.,Positive,0.6644
USR-0103,2025-09-12 23:14:46,Abu Dhabi,4,7,942.82,A decent trip to Abu Dhabi. Nothing extraordinary but no major complaints.,Neutral,-0.1428
USR-0683,2025-09-13 23:06:10,Dubai,6,7,2507.62,Five-star experience in Dubai. The hotel AI check-in saved us so much time.,Positive,0.7935
USR-0713,2025-09-15 02:05:39,Dubai,9,3,3459.41,Brilliant night-life in Dubai. The city grid lighting was mesmerising.,Positive,0.254
USR-0943,2025-09-15 11:29:50,Singapore,1,7,197.22,"Visited Singapore for 3 days. Some good moments, some forgettable ones.",Neutral,0.0952
USR-0858,2025-09-15 12:32:16,Bangkok,3,2,102.37,The smart kiosk in Bangkok kept malfunctioning. Ruined our booking experience.,Negative,-0.599
USR-0700,2025-09-15 13:24:37,Tokyo,1,7,289.65,The hotel in Tokyo was nothing like the virtual tour preview. Very misleading.,Negative,-0.2264
USR-0367,2025-09-16 16:50:56,Dubai,6,4,1258.44,Amazing dining and cultural immersion in Dubai. Would visit again in a heartbeat!,Positive,0.8719
USR-0390,2025-09-16 22:19:07,Tokyo,10,3,2937.25,"Tokyo was okay overall. Some attractions were great, others were average.",Neutral,0.0835
USR-0303,2025-09-17 01:03:40,Singapore,1,1,263.43,Mixed feelings about Singapore. The tech was impressive but the food was mediocre.,Neutral,-0.0694
USR-0831,2025-09-18 05:10:35,Singapore,6,1,1947.76,Absolutely loved the Singapore experience! The smart city infrastructure was incredible.,Positive,0.3175
USR-0555,2025-09-18 05:38:15,Madurai,5,2,395.85,Stunning waterfront views in Madurai. The smart park technology was a highlight!,Positive,0.436
USR-0972,2025-09-19 04:46:53,Chennai,8,2,1393.74,Language barrier issues in Chennai despite the AI translator app promising full coverage.,Negative,-0.3191
USR-0173,2025-09-19 06:53:15,Abu Dhabi,10,7,1265.69,"Abu Dhabi was okay overall. Some attractions were great, others were average.",Neutral,-0.0149
USR-0887,2025-09-19 09:57:11,Tokyo,7,2,1567.53,Stunning waterfront views in Tokyo. The smart park technology was a highlight!,Positive,0.295
USR-0559,2025-09-19 20:13:35,Singapore,3,1,1065.13,Stunning waterfront views in Singapore. The smart park technology was a highlight!,Positive,0.5571
USR-0945,2025-09-20 10:16:48,Chennai,6,1,934.31,A decent trip to Chennai. Nothing extraordinary but no major complaints.,Neutral,0.1464
USR-1069,2025-09-20 11:32:16,Kuala Lumpur,8,4,1334.46,The autonomous transit in Kuala Lumpur was world-class. Highly recommend for families.,Positive,0.405
USR-0908,2025-09-20 11:51:19,Tokyo,2,2,572.73,Fantastic culinary tour in Tokyo. The food markets were vibrant and authentic.,Positive,0.5353
USR-0047,2025-09-20 14:22:18,Chennai,4,2,521.58,"Chennai was okay overall. Some attractions were great, others were average.",Neutral,-0.0644
USR-0283,2025-09-21 02:06:35,Dubai,8,5,2352.86,The smart kiosk in Dubai kept malfunctioning. Ruined our booking experience.,Negative,-0.3934
USR-0324,2025-09-21 06:08:35,Dubai,4,7,1504.27,Dubai has potential but the smart city rollout still feels incomplete.,Neutral,-0.1276
USR-0085,2025-09-24 07:45:06,Madurai,10,4,554.62,Mixed feelings about Madurai. The tech was impressive but the food was mediocre.,Neutral,-0.1718
USR-0711,2025-09-24 11:26:11,Bangkok,2,1,360.57,The smart kiosk in Bangkok kept malfunctioning. Ruined our booking experience.,Negative,-0.8408
USR-0869,2025-09-25 05:15:38,Bangkok,8,8,719.87,Standard tourism experience in Bangkok. The AR guide was useful but buggy.,Neutral,-0.0874
USR-0959,2025-09-25 09:15:59,Singapore,10,6,1839.66,Amazing dining and cultural immersion in Singapore. Would visit again in a heartbeat!,Positive,0.4367
USR-0704,2025-09-25 22:39:29,Tokyo,9,3,2219.98,Disappointed with Tokyo. The transit pods were frequently delayed or overcrowded.,Negative,-0.3627
USR-0244,2025-09-26 01:34:35,Kuala Lumpur,9,8,1210.87,Our trip to Kuala Lumpur was seamless. Loved the eco-friendly pod shuttles.,Positive,0.7798
USR-0351,2025-09-26 02:29:18,Madurai,4,2,210.37,The heritage walk in Madurai combined with AR guides was next-level tourism.,Positive,0.5169
USR-1047,2025-09-26 13:14:15,Bangkok,4,8,415.28,"Visited Bangkok for 3 days. Some good moments, some forgettable ones.",Neutral,0.0677
USR-0222,2025-09-28 06:27:51,Singapore,2,8,413.24,The hotel in Singapore was nothing like the virtual tour preview. Very misleading.,Negative,-0.3362
USR-0708,2025-09-28 12:47:17,Dubai,9,8,1932.6,Dubai has potential but the smart city rollout still feels incomplete.,Neutral,-0.0382
USR-0967,2025-09-28 20:24:38,Singapore,7,7,1834.99,Long wait times at Singapore attractions despite having smart-pass tickets.,Negative,-0.417
USR-0538,2025-09-28 22:09:44,Chennai,6,8,403.19,Brilliant night-life in Chennai. The city grid lighting was mesmerising.,Positive,0.4215
USR-0391,2025-09-29 17:07:55,Chennai,10,3,885.6,Stunning waterfront views in Chennai. The smart park technology was a highlight!,Positive,0.2701
USR-0154,2025-09-29 19:44:01,Bangkok,9,1,1943.31,Poor waste management in certain Bangkok tourist zones. Expected better.,Negative,-0.8102
USR-0336,2025-09-29 22:35:52,Madurai,4,2,311.93,Brilliant night-life in Madurai. The city grid lighting was mesmerising.,Positive,0.3187
USR-0341,2025-09-30 15:33:03,Singapore,5,6,1328.49,Absolutely loved the Singapore experience! The smart city infrastructure was incredible.,Positive,0.7541
USR-0369,2025-09-30 16:58:24,Kuala Lumpur,4,6,541.01,Amazing dining and cultural immersion in Kuala Lumpur. Would visit again in a heartbeat!,Positive,0.734
USR-0104,2025-09-30 17:50:17,Kuala Lumpur,2,5,267.86,The hotel in Kuala Lumpur was nothing like the virtual tour preview. Very misleading.,Negative,-0.9191
USR-0782,2025-09-30 18:36:48,Singapore,3,8,1157.35,Poor waste management in certain Singapore tourist zones. Expected better.,Negative,-0.4062
USR-0785,2025-10-01 01:05:57,Tokyo,2,7,464.47,The hotel in Tokyo was nothing like the virtual tour preview. Very misleading.,Negative,-0.6209
USR-0450,2025-10-01 01:18:38,Chennai,3,8,410.34,Five-star experience in Chennai. The hotel AI check-in saved us so much time.,Positive,0.9013
USR-0878,2025-10-01 03:49:49,Tokyo,10,1,4685.26,Standard tourism experience in Tokyo. The AR guide was useful but buggy.,Neutral,0.1637
USR-0376,2025-10-01 08:40:42,Bangkok,5,1,525.44,Brilliant night-life in Bangkok. The city grid lighting was mesmerising.,Positive,0.2833
